"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_robot_type_text","core.test","Sat Feb 07 15:35:42 UTC 2026","passed","Sat Feb 07 15:35:42 UTC 2026","TestRobotPlatform","test_platform_abstraction","",""
"","0","test_adb_key_event_enum","core.test","Sat Feb 07 15:35:42 UTC 2026","passed","Sat Feb 07 15:35:42 UTC 2026","TestAdbPlatform","test_platform_abstraction","",""
"","0","TestGetAssetPath_Security/Path_escape_attempt_(parent)","","Sat Feb 07 15:35:39 UTC 2026","passed","Sat Feb 07 15:35:39 UTC 2026","","script-platform/server/process_manager","script-platform/server/process_manager",""
"","20","TestListScripts_Mock","","Sat Feb 07 15:35:39 UTC 2026","passed","Sat Feb 07 15:35:39 UTC 2026","","script-platform/server/process_manager","script-platform/server/process_manager",""
"","700","TestWebSocketLogStreaming","","Sat Feb 07 15:35:39 UTC 2026","passed","Sat Feb 07 15:35:39 UTC 2026","","script-platform/server/backend","script-platform/server/backend",""
"","160","TestKillProcess_Alive","","Sat Feb 07 15:35:39 UTC 2026","passed","Sat Feb 07 15:35:39 UTC 2026","","script-platform/server/utils","script-platform/server/utils",""
"Verify that 'python core/entry.py list' returns a valid JSON array of scripts","283","Test 'list' command output format","core.test","Sat Feb 07 15:35:41 UTC 2026","passed","Sat Feb 07 15:35:41 UTC 2026","TestEntryCLI","CLI Tests","",""
"","0","TestGetAssetPath_Security/Path_escape_attempt_(absolute_Windows)","","Sat Feb 07 15:35:39 UTC 2026","passed","Sat Feb 07 15:35:39 UTC 2026","","script-platform/server/process_manager","script-platform/server/process_manager",""
"","0","TestGetAssetPath_Security","","Sat Feb 07 15:35:39 UTC 2026","passed","Sat Feb 07 15:35:39 UTC 2026","","script-platform/server/process_manager","script-platform/server/process_manager",""
"Verify that find_match returns a perfect score (near 0 for SQDIFF) and correct coordinates for an exact match.","12","Test find_match with exact match","core.test","Sat Feb 07 15:35:41 UTC 2026","passed","Sat Feb 07 15:35:41 UTC 2026","TestOpenCvService","OpenCV Core Tests","",""
"","0","test_find_image_with_region","core.test","Sat Feb 07 15:35:41 UTC 2026","passed","Sat Feb 07 15:35:41 UTC 2026","TestPlatformServiceBase","test_platform_abstraction","",""
"Verify OCR logic by programmatically drawing characters and matching them.","2","Test ocr_character with synthetic templates","core.test","Sat Feb 07 15:35:41 UTC 2026","passed","Sat Feb 07 15:35:41 UTC 2026","TestOpenCvService","OpenCV Core Tests","",""
"","0","TestGetAssetPath_Security/Valid_asset_in_project","","Sat Feb 07 15:35:39 UTC 2026","passed","Sat Feb 07 15:35:39 UTC 2026","","script-platform/server/process_manager","script-platform/server/process_manager",""
